,Ano,Sexo,Qde Benefícios Concedidos,Grupo CID,Grupo/Principais Espécies,CID-Índice,CID-Descrição
20299,2010,M,36,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J62,Pneumoconiose Dev Poeira Que Cont Silica
20300,2010,M,4,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J63,Pneumoconiose Dev Outr Poeiras Inorganica
20301,2010,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J64,Pneumoconiose Ne
20302,2010,M,4,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J65,Pneumoconiose Assoc c/Tuberc
20303,2010,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J67,Pneumonite Hipersensibilid Dev Poeiras Or
20304,2010,M,3,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
20305,2010,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J70,Afeccoes Respirat Dev Outr Agentes Extern
20306,2010,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J84,Outr Doenc Pulmonares Intersticiais
20307,2010,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J94,Outr Afeccoes Pleurais
20802,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J06,Infecc Agudas Vias Aereas Super Loc Mult
20803,2010,M,2,Doenças do aparelho respiratório,Ap Invalidez,J18,Pneumonia p/Microorg Ne
20804,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J38,Doenc das Cordas Vocais e da Laringe Ncop
20805,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J40,Bronquite Ne Como Aguda ou Cronica
20806,2010,M,3,Doenças do aparelho respiratório,Ap Invalidez,J41,Bronquite Cronica Simples e a Mucopurulen
20807,2010,M,10,Doenças do aparelho respiratório,Ap Invalidez,J42,Bronquite Cronica Ne
20808,2010,M,33,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
20809,2010,M,98,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
20810,2010,M,26,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
20811,2010,M,8,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
20812,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J60,Pneumoconiose dos Mineiros de Carvao
20813,2010,M,6,Doenças do aparelho respiratório,Ap Invalidez,J62,Pneumoconiose Dev Poeira Que Cont Silica
20814,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J63,Pneumoconiose Dev Outr Poeiras Inorganica
20815,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J67,Pneumonite Hipersensibilid Dev Poeiras Or
20816,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
20817,2010,M,8,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
20818,2010,M,3,Doenças do aparelho respiratório,Ap Invalidez,J86,Piotorax
20819,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J90,Derrame Pleural Ncop
20820,2010,M,2,Doenças do aparelho respiratório,Ap Invalidez,J93,Pneumotorax
20821,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J94,Outr Afeccoes Pleurais
20822,2010,M,3,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
20823,2010,M,1,Doenças do aparelho respiratório,Ap Invalidez,J98,Outr Transt Respirat
21563,2010,M,7,Doenças do aparelho respiratório,Auxílio Doença,J01,Sinusite Aguda
21564,2010,M,9,Doenças do aparelho respiratório,Auxílio Doença,J03,Amigdalite Aguda
21565,2010,M,4,Doenças do aparelho respiratório,Auxílio Doença,J04,Laringite e Traqueite Agudas
21566,2010,M,5,Doenças do aparelho respiratório,Auxílio Doença,J06,Infecc Agudas Vias Aereas Super Loc Mult
21567,2010,M,2,Doenças do aparelho respiratório,Auxílio Doença,J10,Influenza Dev Virus Influenza Identificad
21568,2010,M,8,Doenças do aparelho respiratório,Auxílio Doença,J11,Influenza Dev Virus nao Identificado
21569,2010,M,9,Doenças do aparelho respiratório,Auxílio Doença,J12,Pneumonia Viral Ncop
21570,2010,M,105,Doenças do aparelho respiratório,Auxílio Doença,J15,Pneumonia Bacter Ncop
21571,2010,M,13,Doenças do aparelho respiratório,Auxílio Doença,J16,Pneumonia Dev Out Microorg Infecc Espec N
21572,2010,M,3,Doenças do aparelho respiratório,Auxílio Doença,J17,Pneumonia em Doenc Cop
21573,2010,M,100,Doenças do aparelho respiratório,Auxílio Doença,J18,Pneumonia p/Microorg Ne
21574,2010,M,4,Doenças do aparelho respiratório,Auxílio Doença,J20,Bronquite Aguda
21575,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença,J21,Bronquiolite Aguda
21576,2010,M,7,Doenças do aparelho respiratório,Auxílio Doença,J22,Infecc Agudas Ne das Vias Aereas Infer
21577,2010,M,3,Doenças do aparelho respiratório,Auxílio Doença,J30,Rinite Alergica e Vasomotora
21578,2010,M,5,Doenças do aparelho respiratório,Auxílio Doença,J31,Rinite Nasofaringite e Faringite Cronicas
21579,2010,M,29,Doenças do aparelho respiratório,Auxílio Doença,J32,Sinusite Cronica
21580,2010,M,19,Doenças do aparelho respiratório,Auxílio Doença,J33,Polipo Nasal
21581,2010,M,137,Doenças do aparelho respiratório,Auxílio Doença,J34,Outr Transt do Nariz e dos Seios Paranasa
21582,2010,M,37,Doenças do aparelho respiratório,Auxílio Doença,J35,Doenc Cronicas das Amigdalas e das Adenoi
21583,2010,M,3,Doenças do aparelho respiratório,Auxílio Doença,J37,Laringite e Laringotraqueite Cronicas
21584,2010,M,21,Doenças do aparelho respiratório,Auxílio Doença,J38,Doenc das Cordas Vocais e da Laringe Ncop
21585,2010,M,6,Doenças do aparelho respiratório,Auxílio Doença,J39,Outr Doenc das Vias Aereas Super
21586,2010,M,9,Doenças do aparelho respiratório,Auxílio Doença,J40,Bronquite Ne Como Aguda ou Cronica
21587,2010,M,8,Doenças do aparelho respiratório,Auxílio Doença,J41,Bronquite Cronica Simples e a Mucopurulen
21588,2010,M,24,Doenças do aparelho respiratório,Auxílio Doença,J42,Bronquite Cronica Ne
21589,2010,M,94,Doenças do aparelho respiratório,Auxílio Doença,J43,Enfisema
21590,2010,M,290,Doenças do aparelho respiratório,Auxílio Doença,J44,Outr Doenc Pulmonares Obstrutivas Cronica
21591,2010,M,195,Doenças do aparelho respiratório,Auxílio Doença,J45,Asma
21592,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença,J46,Estado de Mal Asmatico
21593,2010,M,50,Doenças do aparelho respiratório,Auxílio Doença,J47,Bronquectasia
21594,2010,M,6,Doenças do aparelho respiratório,Auxílio Doença,J62,Pneumoconiose Dev Poeira Que Cont Silica
21595,2010,M,2,Doenças do aparelho respiratório,Auxílio Doença,J63,Pneumoconiose Dev Outr Poeiras Inorganica
21596,2010,M,2,Doenças do aparelho respiratório,Auxílio Doença,J64,Pneumoconiose Ne
21597,2010,M,2,Doenças do aparelho respiratório,Auxílio Doença,J65,Pneumoconiose Assoc c/Tuberc
21598,2010,M,2,Doenças do aparelho respiratório,Auxílio Doença,J66,Doenc das Vias Aereas Dev Poeiras Org Esp
21599,2010,M,4,Doenças do aparelho respiratório,Auxílio Doença,J67,Pneumonite Hipersensibilid Dev Poeiras Or
21600,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
21601,2010,M,2,Doenças do aparelho respiratório,Auxílio Doença,J70,Afeccoes Respirat Dev Outr Agentes Extern
21602,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença,J81,Edema Pulmonar Ne de Outr Form
21603,2010,M,15,Doenças do aparelho respiratório,Auxílio Doença,J84,Outr Doenc Pulmonares Intersticiais
21604,2010,M,12,Doenças do aparelho respiratório,Auxílio Doença,J85,Abscesso do Pulmao e do Mediastino
21605,2010,M,16,Doenças do aparelho respiratório,Auxílio Doença,J86,Piotorax
21606,2010,M,39,Doenças do aparelho respiratório,Auxílio Doença,J90,Derrame Pleural Ncop
21607,2010,M,4,Doenças do aparelho respiratório,Auxílio Doença,J91,Derrame Pleural em Afeccoes Cop
21608,2010,M,33,Doenças do aparelho respiratório,Auxílio Doença,J93,Pneumotorax
21609,2010,M,28,Doenças do aparelho respiratório,Auxílio Doença,J94,Outr Afeccoes Pleurais
21610,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença,J95,Afeccoes Respirat Pos-Proced Ncop
21611,2010,M,15,Doenças do aparelho respiratório,Auxílio Doença,J96,Insuf Respirat Ncop
21612,2010,M,13,Doenças do aparelho respiratório,Auxílio Doença,J98,Outr Transt Respirat
22263,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J01,Sinusite Aguda
22264,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J30,Rinite Alergica e Vasomotora
22265,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J34,Outr Transt do Nariz e dos Seios Paranasa
22266,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J38,Doenc das Cordas Vocais e da Laringe Ncop
22267,2010,M,33,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
22268,2010,M,25,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
22269,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J60,Pneumoconiose dos Mineiros de Carvao
22270,2010,M,9,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J62,Pneumoconiose Dev Poeira Que Cont Silica
22271,2010,M,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J63,Pneumoconiose Dev Outr Poeiras Inorganica
22272,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J64,Pneumoconiose Ne
22273,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J66,Doenc das Vias Aereas Dev Poeiras Org Esp
22274,2010,M,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
22275,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J70,Afeccoes Respirat Dev Outr Agentes Extern
22276,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J86,Piotorax
22277,2010,M,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J92,Placas Pleurais
22278,2010,M,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J93,Pneumotorax
22577,2010,M,9,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
22578,2010,M,3,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
22579,2010,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J47,Bronquectasia
22580,2010,M,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J62,Pneumoconiose Dev Poeira Que Cont Silica
22581,2010,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J65,Pneumoconiose Assoc c/Tuberc
22582,2010,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J84,Outr Doenc Pulmonares Intersticiais
22583,2010,M,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J98,Outr Transt Respirat
23048,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J04,Laringite e Traqueite Agudas
23049,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J11,Influenza Dev Virus nao Identificado
23050,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J12,Pneumonia Viral Ncop
23051,2010,F,7,Doenças do aparelho respiratório,Ap Invalidez,J15,Pneumonia Bacter Ncop
23052,2010,F,2,Doenças do aparelho respiratório,Ap Invalidez,J16,Pneumonia Dev Out Microorg Infecc Espec N
23053,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J17,Pneumonia em Doenc Cop
23054,2010,F,10,Doenças do aparelho respiratório,Ap Invalidez,J18,Pneumonia p/Microorg Ne
23055,2010,F,3,Doenças do aparelho respiratório,Ap Invalidez,J20,Bronquite Aguda
23056,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J21,Bronquiolite Aguda
23057,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J22,Infecc Agudas Ne das Vias Aereas Infer
23058,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J30,Rinite Alergica e Vasomotora
23059,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J34,Outr Transt do Nariz e dos Seios Paranasa
23060,2010,F,5,Doenças do aparelho respiratório,Ap Invalidez,J37,Laringite e Laringotraqueite Cronicas
23061,2010,F,27,Doenças do aparelho respiratório,Ap Invalidez,J38,Doenc das Cordas Vocais e da Laringe Ncop
23062,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J39,Outr Doenc das Vias Aereas Super
23063,2010,F,6,Doenças do aparelho respiratório,Ap Invalidez,J40,Bronquite Ne Como Aguda ou Cronica
23064,2010,F,7,Doenças do aparelho respiratório,Ap Invalidez,J41,Bronquite Cronica Simples e a Mucopurulen
23065,2010,F,26,Doenças do aparelho respiratório,Ap Invalidez,J42,Bronquite Cronica Ne
23066,2010,F,72,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
23067,2010,F,271,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
23068,2010,F,247,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
23069,2010,F,7,Doenças do aparelho respiratório,Ap Invalidez,J46,Estado de Mal Asmatico
23070,2010,F,40,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
23071,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J62,Pneumoconiose Dev Poeira Que Cont Silica
23072,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J67,Pneumonite Hipersensibilid Dev Poeiras Or
23073,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J70,Afeccoes Respirat Dev Outr Agentes Extern
23074,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J80,Sindr do Desconforto Respirat do Adulto
23075,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J82,Eosinofilia Pulmonar Ncop
23076,2010,F,25,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
23077,2010,F,6,Doenças do aparelho respiratório,Ap Invalidez,J90,Derrame Pleural Ncop
23078,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J94,Outr Afeccoes Pleurais
23079,2010,F,24,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
23080,2010,F,6,Doenças do aparelho respiratório,Ap Invalidez,J98,Outr Transt Respirat
24011,2010,F,11,Doenças do aparelho respiratório,Auxílio Doença,J00,Nasofaringite Aguda
24012,2010,F,196,Doenças do aparelho respiratório,Auxílio Doença,J01,Sinusite Aguda
24013,2010,F,33,Doenças do aparelho respiratório,Auxílio Doença,J02,Faringite Aguda
24014,2010,F,72,Doenças do aparelho respiratório,Auxílio Doença,J03,Amigdalite Aguda
24015,2010,F,161,Doenças do aparelho respiratório,Auxílio Doença,J04,Laringite e Traqueite Agudas
24016,2010,F,4,Doenças do aparelho respiratório,Auxílio Doença,J05,Laringite Obstrutiva Aguda e Epiglotite
24017,2010,F,143,Doenças do aparelho respiratório,Auxílio Doença,J06,Infecc Agudas Vias Aereas Super Loc Mult
24018,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença,J09,Influenza [Gripe] Devida a Vírus Identifi
24019,2010,F,28,Doenças do aparelho respiratório,Auxílio Doença,J10,Influenza Dev Virus Influenza Identificad
24020,2010,F,76,Doenças do aparelho respiratório,Auxílio Doença,J11,Influenza Dev Virus nao Identificado
24021,2010,F,35,Doenças do aparelho respiratório,Auxílio Doença,J12,Pneumonia Viral Ncop
24022,2010,F,24,Doenças do aparelho respiratório,Auxílio Doença,J13,Pneumonia Dev Streptococcus Pneumoniae
24023,2010,F,5,Doenças do aparelho respiratório,Auxílio Doença,J14,Pneumonia Dev Haemophilus Infuenzae
24024,2010,F,1003,Doenças do aparelho respiratório,Auxílio Doença,J15,Pneumonia Bacter Ncop
24025,2010,F,54,Doenças do aparelho respiratório,Auxílio Doença,J16,Pneumonia Dev Out Microorg Infecc Espec N
24026,2010,F,15,Doenças do aparelho respiratório,Auxílio Doença,J17,Pneumonia em Doenc Cop
24027,2010,F,1002,Doenças do aparelho respiratório,Auxílio Doença,J18,Pneumonia p/Microorg Ne
24028,2010,F,128,Doenças do aparelho respiratório,Auxílio Doença,J20,Bronquite Aguda
24029,2010,F,18,Doenças do aparelho respiratório,Auxílio Doença,J21,Bronquiolite Aguda
24030,2010,F,47,Doenças do aparelho respiratório,Auxílio Doença,J22,Infecc Agudas Ne das Vias Aereas Infer
24031,2010,F,112,Doenças do aparelho respiratório,Auxílio Doença,J30,Rinite Alergica e Vasomotora
24032,2010,F,44,Doenças do aparelho respiratório,Auxílio Doença,J31,Rinite Nasofaringite e Faringite Cronicas
24033,2010,F,224,Doenças do aparelho respiratório,Auxílio Doença,J32,Sinusite Cronica
24034,2010,F,59,Doenças do aparelho respiratório,Auxílio Doença,J33,Polipo Nasal
24035,2010,F,567,Doenças do aparelho respiratório,Auxílio Doença,J34,Outr Transt do Nariz e dos Seios Paranasa
24036,2010,F,202,Doenças do aparelho respiratório,Auxílio Doença,J35,Doenc Cronicas das Amigdalas e das Adenoi
24037,2010,F,21,Doenças do aparelho respiratório,Auxílio Doença,J36,Abscesso Periamigdaliano
24038,2010,F,268,Doenças do aparelho respiratório,Auxílio Doença,J37,Laringite e Laringotraqueite Cronicas
24039,2010,F,1203,Doenças do aparelho respiratório,Auxílio Doença,J38,Doenc das Cordas Vocais e da Laringe Ncop
24040,2010,F,56,Doenças do aparelho respiratório,Auxílio Doença,J39,Outr Doenc das Vias Aereas Super
24041,2010,F,97,Doenças do aparelho respiratório,Auxílio Doença,J40,Bronquite Ne Como Aguda ou Cronica
24042,2010,F,40,Doenças do aparelho respiratório,Auxílio Doença,J41,Bronquite Cronica Simples e a Mucopurulen
24043,2010,F,101,Doenças do aparelho respiratório,Auxílio Doença,J42,Bronquite Cronica Ne
24044,2010,F,201,Doenças do aparelho respiratório,Auxílio Doença,J43,Enfisema
24045,2010,F,838,Doenças do aparelho respiratório,Auxílio Doença,J44,Outr Doenc Pulmonares Obstrutivas Cronica
24046,2010,F,1952,Doenças do aparelho respiratório,Auxílio Doença,J45,Asma
24047,2010,F,33,Doenças do aparelho respiratório,Auxílio Doença,J46,Estado de Mal Asmatico
24048,2010,F,162,Doenças do aparelho respiratório,Auxílio Doença,J47,Bronquectasia
24049,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença,J62,Pneumoconiose Dev Poeira Que Cont Silica
24050,2010,F,6,Doenças do aparelho respiratório,Auxílio Doença,J63,Pneumoconiose Dev Outr Poeiras Inorganica
24051,2010,F,6,Doenças do aparelho respiratório,Auxílio Doença,J64,Pneumoconiose Ne
24052,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença,J65,Pneumoconiose Assoc c/Tuberc
24053,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença,J66,Doenc das Vias Aereas Dev Poeiras Org Esp
24054,2010,F,15,Doenças do aparelho respiratório,Auxílio Doença,J67,Pneumonite Hipersensibilid Dev Poeiras Or
24055,2010,F,3,Doenças do aparelho respiratório,Auxílio Doença,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
24056,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença,J69,Pneumonite Dev Solidos e Liquidos
24057,2010,F,13,Doenças do aparelho respiratório,Auxílio Doença,J70,Afeccoes Respirat Dev Outr Agentes Extern
24058,2010,F,11,Doenças do aparelho respiratório,Auxílio Doença,J80,Sindr do Desconforto Respirat do Adulto
24059,2010,F,23,Doenças do aparelho respiratório,Auxílio Doença,J81,Edema Pulmonar Ne de Outr Form
24060,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença,J82,Eosinofilia Pulmonar Ncop
24061,2010,F,132,Doenças do aparelho respiratório,Auxílio Doença,J84,Outr Doenc Pulmonares Intersticiais
24062,2010,F,35,Doenças do aparelho respiratório,Auxílio Doença,J85,Abscesso do Pulmao e do Mediastino
24063,2010,F,16,Doenças do aparelho respiratório,Auxílio Doença,J86,Piotorax
24064,2010,F,152,Doenças do aparelho respiratório,Auxílio Doença,J90,Derrame Pleural Ncop
24065,2010,F,27,Doenças do aparelho respiratório,Auxílio Doença,J91,Derrame Pleural em Afeccoes Cop
24066,2010,F,9,Doenças do aparelho respiratório,Auxílio Doença,J92,Placas Pleurais
24067,2010,F,159,Doenças do aparelho respiratório,Auxílio Doença,J93,Pneumotorax
24068,2010,F,33,Doenças do aparelho respiratório,Auxílio Doença,J94,Outr Afeccoes Pleurais
24069,2010,F,5,Doenças do aparelho respiratório,Auxílio Doença,J95,Afeccoes Respirat Pos-Proced Ncop
24070,2010,F,87,Doenças do aparelho respiratório,Auxílio Doença,J96,Insuf Respirat Ncop
24071,2010,F,73,Doenças do aparelho respiratório,Auxílio Doença,J98,Outr Transt Respirat
24072,2010,F,5,Doenças do aparelho respiratório,Auxílio Doença,J99,Transt Respirat em Doenc Cop
25063,2010,F,5,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J01,Sinusite Aguda
25064,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J02,Faringite Aguda
25065,2010,F,25,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J04,Laringite e Traqueite Agudas
25066,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J06,Infecc Agudas Vias Aereas Super Loc Mult
25067,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J11,Influenza Dev Virus nao Identificado
25068,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J13,Pneumonia Dev Streptococcus Pneumoniae
25069,2010,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J15,Pneumonia Bacter Ncop
25070,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J18,Pneumonia p/Microorg Ne
25071,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J20,Bronquite Aguda
25072,2010,F,10,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J30,Rinite Alergica e Vasomotora
25073,2010,F,6,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J31,Rinite Nasofaringite e Faringite Cronicas
25074,2010,F,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J32,Sinusite Cronica
25075,2010,F,80,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J37,Laringite e Laringotraqueite Cronicas
25076,2010,F,383,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J38,Doenc das Cordas Vocais e da Laringe Ncop
25077,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J39,Outr Doenc das Vias Aereas Super
25078,2010,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J40,Bronquite Ne Como Aguda ou Cronica
25079,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J41,Bronquite Cronica Simples e a Mucopurulen
25080,2010,F,5,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J42,Bronquite Cronica Ne
25081,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J43,Enfisema
25082,2010,F,30,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J44,Outr Doenc Pulmonares Obstrutivas Cronica
25083,2010,F,297,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J45,Asma
25084,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J46,Estado de Mal Asmatico
25085,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J47,Bronquectasia
25086,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J62,Pneumoconiose Dev Poeira Que Cont Silica
25087,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J67,Pneumonite Hipersensibilid Dev Poeiras Or
25088,2010,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J68,Afecc Resp Dev Inal Prod Quim Gas Fumac V
25089,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J84,Outr Doenc Pulmonares Intersticiais
25090,2010,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J90,Derrame Pleural Ncop
25091,2010,F,4,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J93,Pneumotorax
25092,2010,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J94,Outr Afeccoes Pleurais
25093,2010,F,2,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J96,Insuf Respirat Ncop
25094,2010,F,3,Doenças do aparelho respiratório,Auxílio Doença Acidentário,J98,Outr Transt Respirat
25517,2010,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J32,Sinusite Cronica
25518,2010,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J37,Laringite e Laringotraqueite Cronicas
25519,2010,F,2,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J38,Doenc das Cordas Vocais e da Laringe Ncop
25520,2010,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J43,Enfisema
25521,2010,F,9,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J44,Outr Doenc Pulmonares Obstrutivas Cronica
25522,2010,F,8,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J45,Asma
25523,2010,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J84,Outr Doenc Pulmonares Intersticiais
25524,2010,F,1,Doenças do aparelho respiratório,Aposentadorias Acidentárias,J98,Outr Transt Respirat
25895,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J18,Pneumonia p/Microorg Ne
25896,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J38,Doenc das Cordas Vocais e da Laringe Ncop
25897,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J41,Bronquite Cronica Simples e a Mucopurulen
25898,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J42,Bronquite Cronica Ne
25899,2010,F,9,Doenças do aparelho respiratório,Ap Invalidez,J43,Enfisema
25900,2010,F,46,Doenças do aparelho respiratório,Ap Invalidez,J44,Outr Doenc Pulmonares Obstrutivas Cronica
25901,2010,F,41,Doenças do aparelho respiratório,Ap Invalidez,J45,Asma
25902,2010,F,8,Doenças do aparelho respiratório,Ap Invalidez,J47,Bronquectasia
25903,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J63,Pneumoconiose Dev Outr Poeiras Inorganica
25904,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J70,Afeccoes Respirat Dev Outr Agentes Extern
25905,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J81,Edema Pulmonar Ne de Outr Form
25906,2010,F,5,Doenças do aparelho respiratório,Ap Invalidez,J84,Outr Doenc Pulmonares Intersticiais
25907,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J86,Piotorax
25908,2010,F,5,Doenças do aparelho respiratório,Ap Invalidez,J96,Insuf Respirat Ncop
25909,2010,F,1,Doenças do aparelho respiratório,Ap Invalidez,J98,Outr Transt Respirat
26566,2010,F,6,Doenças do aparelho respiratório,Auxílio Doença,J01,Sinusite Aguda
26567,2010,F,1,Doenças do aparelho respiratório,Auxílio Doença,J02,Faringite Aguda
